State,City,Zip,Organization,ContactFirstName,ContactLastName,AddressLine1,Email,Fax,Phone1,CPSWeekEventFlag,LastUpdatedDate,MobileStationFlag,CountiesServed,LocationLatitude,LocationLongitude
GA,Brookhaven,30324,Brookhaven PD,Maria,Jones,2665 Buford Hwy NE,,,404-637-0600,No,2023-09-19T16:58:25Z,No,,33.826746,-84.347115
GA,Atlanta,30327,Atlanta Fire Station 26,William,Hutchinson,2970 Howell Mill Rd NW,,,404-546-7000,No,2023-09-19T16:59:03Z,No,,33.837355,-84.420933
GA,Tucker,30084,DeKalb County Fire Rescue,Sherry,Galvez,1950 W Exchange Pl,,,404-372-8736,No,2023-09-19T16:35:08Z,No,,33.84117,-84.245061
GA,Snellville,30078,Snellville Police Department,Scott,Hermel,2315 Wisteria Dr,,,770-985-3555,No,2023-09-19T16:34:38Z,No,,33.859265,-84.01456
GA,Watkinsville,30677,Oconee County Sheriff's Office,Sonyia,Wallace-Burchett,1140 Experiment Station Rd,,,706-769-5665,No,2023-09-19T17:10:38Z,No,,33.868364,-83.415099
GA,Marietta,30008,Cobb and Douglas Public Health,Melissa,Chan-Leiba,1220 Al Bishop Dr SW,safekidscobb@gmail.com,,770-852-3285,No,2023-09-19T16:27:49Z,No,,33.903228,-84.588561
GA,Sandy Springs,30328,Sandy Springs Fire Station 51,,,135 Johnson Ferry Rd NE,,,770-206-2047,No,2023-09-19T16:59:44Z,No,,33.926197,-84.38319
GA,Dunwoody,30338,Dunwoody PD,Katharine,Tate,4800 Ashford Dunwoody Rd,,,678-382-6918,No,2023-09-19T17:02:45Z,No,,33.936914,-84.33875
GA,706-613-3250,30601,Clarke County SO,Glenn,Cliver,325 E Washington St,,,706-613-3256,No,2023-09-19T17:08:32Z,No,,33.960092,-83.374582
GA,Athens,30606,Children's Medical Services,Heather,Johnson,740 Prince Ave,,,706-389-6923,No,2023-09-19T19:14:48Z,No,,33.961693,-83.389651
GA,Lawrenceville,30046,Gwinnett Fire and Emergency Services,Marcella,Nunez,408 Hurricane Shoals Rd NE,,,678-518-4907,No,2023-09-19T16:34:16Z,No,,33.975338,-83.977747
GA,Alpharetta,30022,Safe Kids North Fulton/Roswell Fire,,,8025 Holcomb Bridge Rd,,,770-594-6133,No,2023-09-19T16:30:53Z,No,,33.977586,-84.265182
GA,Lawrenceville,30043,Gwinnett Police Department,W. Eric,Rooks,770 Hi Hope Rd,,,770-513-5119,No,2023-09-19T16:33:38Z,Yes,Gwinnett,33.987107,-83.972947
GA,Cedartown,30125,Polk County Sheriff's Office/Safe Kids Polk County,Rachel,Haddix,1676 Rockmart Hwy,,,770-749-2901,No,2023-09-19T16:43:17Z,No,,34.015397,-85.217349
GA,Johns Creek,30097,Johns Creek Fire Department,Loren,Johnson,11360 Lakefield Dr,,,678-512-3362,No,2023-09-19T19:23:20Z,No,,34.060709,-84.169204
GA,Alpharetta,30009,Alpharetta Fire Prevention,Austin,Turnbull,2565 Old Milton Pkwy,,,678-297-6272,No,2023-09-19T19:21:40Z,No,,34.068959,-84.284671
GA,Woodstock,30188,Woodstock Fire Department,,,225 Arnold Mill Rd,,,678-493-4343,No,2023-09-19T16:44:59Z,No,,34.10174,-84.509676
GA,Canton,30114,Safe Kids Cherokee County,,,1130 Bluffs Pkwy,,,678-493-4343,No,2023-09-19T16:41:32Z,No,,34.267999,-84.471568
GA,Cumming,30028,Forsyth County Fire Department,Erin,Long,3520 Settingdown Rd,,,770-205-4688,No,2023-09-19T16:31:45Z,No,,34.27173,-84.093569
GA,Gainesville,30501,Gainesville Police Department,Larry,Sanford,701 Queen City Pkwy,,,770-535-3789,No,2023-09-19T17:06:16Z,No,,34.292211,-83.827195
GA,Jasper,30143,Pickens County Health Department,Ashley,Rice,60 Health Way,,,706-253-2821,No,2023-09-19T19:35:02Z,No,,34.455582,-84.411918
GA,Alto,30510,Alto Police Department,Josh,Ivey,3895 Gainesville Hwy,,,706-778-8028,No,2023-09-19T17:07:46Z,No,,34.468951,-83.571946
GA,Cornelia,30531,Cornelia Police Dept.,Kevin,Marstellar,181 Larkin St,,,706-778-4314,No,2023-09-19T19:24:59Z,No,,34.510315,-83.525391
GA,Dalton,30720,Dalton Police Department,David,Saylors,301 Jones St,,,706-278-9085,No,2023-09-19T17:12:48Z,No,Whitfield / City of Dalton,34.775145,-84.974504
GA,Blairsville,30512,Union County Health Department,Glenda,McGill,67 Chase Dr,,,706-745-6292,No,2021-08-25T19:27:43Z,No,,34.877317,-83.948051
GA,Ringgold,30736,Ringgold Police Department,Jennifer,Jones,150 Tennessee St,,,706-935-3061,No,2023-09-19T17:13:48Z,No,,34.917263,-85.10835
HI,Honolulu,96839,Keiki Injury Prevention Coalition (KIPC),Karen,Tessier,P.O. Box 61954,ktessier@hawaii.edu,,808-294-0402,No,2022-09-21T03:39:04Z,Yes,,,
HI,Waipahu,96797,Waianae Coast Comprehensive Health Center,,,"894-428 Waipahu St, Ste 108b",,,808-697-3300,No,2022-09-21T03:51:53Z,No,,,
HI,Hilo,96720,Hilo Medical Center,,,"75 Puuhonu Pl, Ste 101",,,808-933-3800,No,2022-09-21T03:53:13Z,No,,,
HI,Kaneohe Bay,96863,Marine Corps Base Hawaii,Lansing,Rice,MCBH Kaneohe Bay,,,808-257-1830,No,2017-07-24T16:02:03Z,No,,,
HI,Kealakekua,96750,Kona Community Hospital,,,79-1019 Haukapila St,,,808-322-9311,No,2022-09-21T03:53:51Z,No,,19.52041,-155.917666
HI,Wailuku,96793,Kaiser Maui,,,80 Mahalani St,,,808-243-6000,No,2022-09-21T00:05:34Z,No,,20.887248,-156.487063
HI,Honolulu,96826,Hawaii Pacific Health - Kapiolani Medical Center for Women and Children,Lisa,Dau,1319 Punahou St,lisa.dau@kapiolani.org,,808-983-6800,No,2022-09-21T03:40:25Z,No,,21.299737,-157.833334
HI,Honolulu,96826,Kapiolani Medical Center for Women and Children,Lisa,Dau,1319 Punahou Street,,,808-535-7000,No,2017-07-24T15:56:58Z,No,,21.29991,-157.83357
HI,Honolulu,96826,Shriners Hospital for Children - Oahu,,,1310 Punahou St,,,808-941-4466,No,2022-09-21T03:51:10Z,No,,21.300682,-157.835663
HI,Honolulu,96822,Catholic Charities Hawaii,,,1822 Keeaumoku St,,,808-935-4673,No,2022-09-21T03:58:02Z,No,,21.307596,-157.833829
HI,Honolulu,96813,The Queen's Medical Center,Emma,Chai,1301 Punchbowl Street,,,808-691-7117,No,2017-07-24T15:53:55Z,No,,21.30781,-157.85394
HI,Honolulu,96813,The Queen's Medical Center,,,1301 Punchbowl St,,,808-538-9011,No,2022-09-21T03:41:29Z,No,,21.308315,-157.853849
HI,Honolulu,96813,Hawaii Pacific Health,,,55 Merchant St,,,808-535-7401,No,2022-09-21T03:55:28Z,No,,21.308935,-157.863476
HI,Honolulu,96813,Kalihi Palama Health Center,,,89 S King St,,,808-792-5560,No,2022-09-21T03:50:30Z,No,,21.309316,-157.862371
HI,Honolulu,96817,Kalihi-Palama Health Center,Vilma,Gumayagay,915 N King Street,,,808-848-1438,No,2017-07-24T15:54:57Z,No,,21.32285,-157.86824
HI,Honolulu,96818,Military Fleet and Family Support Center,,,4827 Bougainville Dr,,,808-474-1999,No,2022-09-21T03:59:03Z,No,,21.344439,-157.929313
HI,Honolulu,96819,Kaiser Permanente Hawaii - Mapunapuna Clinic,Angelita,Juan,2828 Paa Street,,,808-432-2260,No,2017-07-24T15:56:18Z,No,Honolulu,21.34581,-157.89465
HI,Honolulu,96819,Tripler Army Medical Center,Liz,Zimmerman,1 Jarrett White Road,,,808-433-6808,No,2017-07-24T15:55:35Z,No,,21.356257,-157.89373
HI,Honolulu,96859,Tripler Army Medical Center,,,1 Jarrett White Rd,,,808-433-6661,No,2022-09-21T03:45:42Z,No,,21.359217,-157.889379
HI,Honolulu,96819,Kaiser Moanalua,,,3288 Moanalua Rd,,,808-432-0000,No,2022-09-21T03:42:43Z,No,,21.363293,-157.899904
HI,Ewa Beach,96706,St. Francis Medical Center-West,,,91-2141 Fort Weaver Rd,,,808-678-7000,No,2022-09-21T03:49:45Z,No,,21.37222,-158.026967
HI,Kailua,96734,Adventist Health-Castle,Stephanie,Capllonch,640 Ulukahiki St,capllosh@ah.org,,808-382-7188,No,2022-09-21T03:42:09Z,No,,21.380624,-157.757807
HI,Kailua,96734,Castle Medical Center,Tina,Johnson,640 Ulukahiki Street,,,808-263-5270,No,2017-07-24T15:49:42Z,No,,21.381637,-157.756124
HI,Honolulu,96797,Kaiser Permanente Hawaii - Waipio Clinic,Robyn,Hasegawa,94-1480 Moaniani Street,,,808-432-8938,No,2017-07-24T15:52:22Z,No,Honolulu,21.42553,-157.997044
HI,Honolulu,96797,Waipio Clinic - Prevention & Health,,,94-1480 Moaniani Street,,,808-432-2260,No,2017-07-24T15:53:13Z,No,,21.42553,-157.997044
HI,Waianae,96792,Waianae Coast Comprehensive Health Center,Ruby,Rellin,86-260 Farrington Highway,,,808-697-3548,No,2017-07-24T15:51:52Z,No,,21.429967,-158.181472
HI,Lihue,96766,Kauai Medic-21 - Lihue Station,Tito,Villaunea,3277 Palai Street,,,808-245-7000,No,2017-07-24T15:50:55Z,No,,21.98071,-159.36239
HI,Lihue,96766,Wilcox Memorial Hospital,,,3-3420 Kuhio Hwy,,,808-245-1100,No,2022-09-21T03:54:41Z,No,,21.985664,-159.365665
ID,Ammon,83406,Bonneville County Sheriff's Office,Karly Jarnigin or,Erin Rix,3750 E Lincoln Rd,,,208 529 1350 X 1717,No,2019-10-22T17:58:28Z,No,,,
ID,Malad City,83252,Oneida County Hospital (Nell J Redfield Memorial),Brenda,Barney,150 W 200 N,,,208-766-2231,Yes,2022-09-20T15:46:40Z,No,Oneida,,
ID,Lewiston,83501,Public Health Idaho North Central District,Braelynn,Stewart,215 10th St.,,,208-799-0377,No,2022-09-20T15:56:13Z,No,,,
ID,Kuna,83634,Kuna Fire District,Kevin,Krainock,150 W Boise St,,,208-922-1144,No,2023-06-22T22:55:55Z,No,,,
ID,Mountain Home Air Force Base,83648,Mountain Home Air Force Base,Miriam,Kariotis,90 Hope Dr,,,208-828-7349,No,2022-12-08T15:51:53Z,No,,,
ID,Lewiston,83501,St. Joseph Regional Medical Cntr/Family Beginnings,Amanda,Goldsmith,415 6th St,,,208-799-5430,No,2023-06-22T22:35:38Z,No,,,
ID,Preston,83263,Franklin County Medical Center,Tiffany,Hyer,44 N 1st E,,,208 852 4186,No,2023-06-22T22:52:01Z,No,,42.097587,-111.873283
ID,Malad City,83252,Oneida County Sheriff,Dallas,Jones,10 Court St,,,208-915-7388,No,2022-08-23T19:39:53Z,No,,42.186439,-112.243779
ID,Paris,83261,Bear Lake County Sheriff's Office,,,50 N Main St,,,208 945 2121,Yes,2022-09-20T15:59:42Z,No,,42.22787,-111.40067
ID,Burley,83318,Cassia County Sheriff,Jennifer,Gee,129 E 14th St,,,208-878-1002,No,2023-06-22T22:53:38Z,No,,42.534585,-113.792308
ID,Burley,83318,Community Council of Idaho,"Ofelia Villareal, Russell Newbold, or",Christopher Allen,1319 Normal Ave,,,208-678-3288,No,2019-10-22T16:46:35Z,No,,42.53634,-113.78907
ID,Kimberly,83341,Rock Creek Fire District,Jenn,Maynard,1559 Main St N,,,208-423-4336,No,2022-08-23T19:31:30Z,No,,42.546977,-114.367774
ID,Burley,83318,Crossroads Harbor,Juana Hernandez or,Maria Vega,314 E 5th St,,,208 436 0987,No,2019-10-22T16:47:20Z,No,,42.54758,-113.78986
ID,Twin Falls,83301,Twin Falls Police Department,Barbara,Handy,356 3rd Ave E,,,208-735-7225,No,2019-10-22T16:44:38Z,No,,42.554579,-114.465113
ID,Filer,83328,Filer Fire Department,Jamie,Brown,100 Highway 30,,,208-547-8667,No,2022-08-23T19:33:08Z,No,,42.563914,-114.604827
ID,Filer,83328,Filer Police Department,John Darnall or,Jamie Darnall,300 Main St,,,208-326-4123,No,2019-10-22T17:41:14Z,No,,42.570418,-114.607945
ID,Twin Falls,83301,St. Luke's Children's Twin Falls,Katie,Barnhill,601 Pole Line Rd,,,208-814-7640,No,2023-06-22T22:54:35Z,No,,42.59273,-114.467567
ID,Twin Falls,83301,Safe Kids Magic Valley,Jennifer,Westendorf,601 Pole Line Rd,,,208-814-7640,No,2021-03-17T18:00:34Z,No,Twin Falls,42.592732,-114.467571
ID,Soda Springs,83276,Caribou County Sheriff,Jodi,Suter,475 S 2nd E,,,208 547 2561,No,2019-10-22T17:48:29Z,No,,42.655138,-111.589325
ID,American Falls,83211,American Falls Police Department,Chris,McKay,540 N Oregon Trail,,,208-541-0102,No,2022-08-23T19:43:23Z,No,,42.785038,-112.857694
ID,Pocatello,83201,Pocatello Police Department,Mindi,Anderson,911 N 7th Ave,,,208-234-6105,Yes,2022-09-20T15:40:44Z,No,,42.87313,-112.448956
ID,Pocatello,83201,Grease Monkey Idaho,"Zack Stone, Kayla Nelson, or",Kevin Castillo,1055 Yellowstone Ave,,,208 237 8584,No,2019-10-22T17:45:08Z,No,,42.894567,-112.451827
ID,Pocatello,83202,North Bannock Fire,Lane,Brooks,444 E Chubbuck Rd,,,208-867-1341,No,2022-08-23T19:37:38Z,No,,42.92114,-112.457123
ID,Chubbuck,83202,Chubbuck Police Department,Elizabeth,Bruderer,5160 Yellowstone Ave,,,(208) 238-2376,No,2019-10-22T17:43:32Z,No,,42.927173,-112.465907
ID,Shoshone,83352,Shoshone Fire Protection Dist.,Casey,Kelley,110 West A St,,,208-570-3599,No,2025-07-22T20:15:58Z,No,,42.934651,-114.407441
ID,Pocatello,83202,Shoshone-Bannock Tribes,Tammie,Scott,85 Agency Rd,,,208-478-3937,No,2022-09-19T14:52:49Z,No,,43.029669,-112.434016
ID,Mountain Home Air Force Base,83648,Mountain Home Air Force Base Fire Station 1,Dan,Baumgartner,355 Alpine St,,,208-828-6292,No,2020-09-09T15:51:09Z,No,,43.050134,-115.869515
ID,Mountain Home,83647,Community Council of Idaho,Deandra,Nugent,3505 W 6th S,,,208-587-9171,No,2019-10-22T16:29:46Z,No,,43.126088,-115.738128
ID,Blackfoot,83221,Blackfoot Police Department,Kimberlee,Arms,501 N Maple St,,,208-785-1235,Yes,2023-06-22T22:52:48Z,No,,43.19433,-112.344526
ID,Melba,83641,Melba Fire Department,Anthony,Anselmo,408 Carrie Rex Ave,,,208-830-9733,No,2020-09-09T15:44:00Z,No,,43.376168,-116.529486
ID,Idaho Falls,83404,Grease Monkey Idaho,Nate,Openshaw,2100 Channing Way,,,208 522 3131,Yes,2022-09-20T15:38:37Z,No,,43.478694,-111.991468
ID,Idaho Falls,83402,Bonneville County Sheriff's Office,Karly Jarnigin or,Erin Rix,605 N Capital Ave,,,208 529 1350 ex 1717,No,2019-10-22T18:00:18Z,No,,43.495047,-112.041132
ID,Kuna,83634,Kuna City Police,Jennifer,Abrao,1450 W Boise St,,,208 577 3860,No,2020-01-31T16:42:22Z,No,,43.495835,-116.431662
ID,Hailey,83333,St Luke's Center for Community Health,,,1450 Aviation Dr,,,208 727 8733,No,2019-10-22T17:13:01Z,No,,43.507313,-114.303679
ID,Hailey,83333,Kiddos Childrens Boitique,Ruby,Garcia,418 N River St Suite 21,,,208-481-1100,No,2025-07-15T16:10:53Z,No,,43.522907,-114.318968
ID,Marsing,83639,"Owhyee County Sheriff, Marsing Station",Colleen,Studor,15 Reich St,,,208 495 1154,No,2020-02-03T21:52:32Z,No,,43.545945,-116.80918
ID,Meridian,83642,Thrive Pediatrics,Katharine,Nichols,1435 E PhenomenaSt,,,541-808-1817,No,2025-07-15T16:07:03Z,No,,43.55499,-116.391945
ID,Boise,83716,The Barnyard Day Care & Learning Center,Mikky,Crego,3650 S Millbrook Way,,,208-407-1785,No,2020-09-09T15:55:24Z,No,,43.56875,-116.1297
ID,Boise,83716,Barnyard Day Care,Mikky,Crego,3650 S Millbrook Way,,,208-901-8191,No,2022-08-23T19:03:54Z,No,,43.56875,-116.1297
ID,Nampa,83651,Nampa Police Department,,,820 2nd St S,,,208 465 2298,No,2018-11-06T14:53:53Z,No,,43.58091,-116.56395
ID,Meridian,83642,Meridian Fire Station #4,Fire,Administrator,2515 S Eagle Rd,,,208-888-1234,No,2019-10-22T16:38:37Z,No,,43.58223,-116.35497
ID,Meridian,83642,Meridian Fire Station #6,Fire Admin,,1435 W Overland Rd,,,208-888-1234,No,2022-08-23T19:01:58Z,No,,43.589491,-116.41202
ID,Nampa,83687,"Saint Alphonsus-Nampa, Birkeland Maternity Center",Karen,Bell,4402 E Flamingo Ave,,,208-205-0300,No,2020-02-12T21:31:35Z,No,,43.597377,-116.51658
ID,Meridian,83642,St. Luke's Meridian,Jen,Ellis,520 S Eagle Rd,,,208-381-3033,No,2022-12-08T15:50:11Z,No,,43.599846,-116.35224
ID,Meridian,83642,Meridian Fire Station #1,,,540 E Franklin Rd,,,208 888 1234,No,2019-10-22T16:37:49Z,No,,43.6054,-116.38451
ID,Boise,83704,Boise Fire Department,Roy,Boehm,333 N Mark Stall Pl,,,208-570-6572,No,2019-10-22T16:34:20Z,No,,43.607584,-116.301728
ID,Meridian,83642,Meridian Fire Department,Pam,Orr,33 E Broadway Ave,,,208-888-1234,No,2019-10-22T16:37:24Z,No,Ada,43.609718,-116.39321
ID,Boise,83712,St. Luke's Boise,Jen,Ellis,190 E Bannock St,,,208-381-3033,No,2022-08-23T18:59:10Z,No,Ada,43.612814,-116.192372
ID,Boise,83704,Saint Alphonsus Family Center,"Christina Babin, Jennifer Rogers, or",Deidre Lattin,900 N Liberty St,,,208 367 3454,No,2021-03-17T15:00:15Z,No,,43.613226,-116.259011
ID,Nampa,83687,St Luke's Nampa,Jen,Ellis,9850 W St Lukes Dr,,,208 381 3033,No,2022-12-08T15:43:42Z,No,,43.617278,-116.590257
ID,Meridian,83646,Meridian Fire Station #2,,,2401 N Ten Mile Rd,,,208 888 1234,No,2019-10-22T16:38:06Z,No,,43.626811,-116.434115
ID,Caldwell,83607,Community Council of Idaho,"Luis Soto, Russell Newbold, or",Christopher Allen,317 Happy Day Blvd,,,208-454-1652,No,2019-10-22T16:24:34Z,No,,43.626932,-116.633109
ID,Meridian,83646,Meridian Fire Station #3,Fire,Administrator,3545 N Locust Grove Rd,,,208-888-1234,No,2019-10-22T16:38:24Z,No,,43.637136,-116.374917
ID,Garden City,83714,Garden City Police Department,Sgt.,Brannan,301 E 50th St,,,208 472 2950,No,2019-10-22T16:36:47Z,No,,43.644369,-116.263926
ID,Rigby,83442,Upper Valley Child Advocacy Center,Sydnee,Gladach,162 N Yellowstone Hwy,,,208-970-0147,No,2022-08-23T19:48:53Z,No,,43.649571,-111.925295
ID,Meridian,83646,Meridian Fire Station #5,,,6001 N Linder Rd,,,208-888-1234,No,2019-10-22T16:38:50Z,No,,43.65934,-116.414387
ID,Caldwell,83605,Caldwell Police,Thomas,DeFur,110 S 5th Ave,,,208-455-3115,No,2023-06-22T22:41:29Z,No,,43.668332,-116.691137
ID,Rigby,83442,Rigby Police Department,Jeff,Glenn,173 E Main St,,,208-745-1951,No,2019-10-22T18:03:23Z,No,,43.672545,-111.912518
ID,Wilder,83676,Wilder Fire Department,Lorraine,Hiser,601 Patriot Way,,,208 608 2682,No,2019-10-22T16:26:37Z,No,,43.68032,-116.91378
ID,Idaho City,83631,Boise County Sheriff,Dave Gomez,,3851 Highway 21,,,208-392-4411,No,2023-06-22T22:43:48Z,No,,43.822864,-115.839652
ID,Rexburg,83440,Rexburg Police Department,Julie Haderlie,,25 E Main St,,,208-359-3008,No,2023-06-22T22:51:06Z,No,,43.826448,-111.782869
ID,Emmett,83617,Emmett Fire Department,"Lynsie Vickery, Beau Patterson,",Matthew Henry,231 S Washington Ave,,,208-398-8042,No,2019-10-22T16:28:53Z,No,,43.873849,-116.500266
ID,Payette,83661,Payette Fire Department,Steve,Castenada,600 N 16th St,,,208 642 6028,No,2019-10-22T16:28:00Z,No,,44.081314,-116.922284
ID,Weiser,83672,Weiser Memorial Hospital,Deborah,Story,645 E 5th St,,,208 549 4438,No,2020-01-28T16:24:34Z,No,,44.248806,-116.962459
ID,Weiser,83672,Community Council of Idaho,"Luis Gonzalez, Diandra Nugent, or",Chris Allen,815 E 9th St,,,208-454-1652,No,2022-08-23T18:51:30Z,No,,44.249476,-116.953579
ID,McCall,83638,McCall Fire and EMS,Garrett,de Jong,201 Deinhard Ln,,,208-634-7070,No,2019-10-22T16:32:29Z,No,"Valley, Idaho, Adams",44.898275,-116.10016
ID,Salmon,83467,Steele Memorial Clinic,Carol Cunningham or,Beth Miller,203 S Daisy St,,,208-756-6212,Yes,2022-09-20T15:39:54Z,No,,45.17322,-113.891733
ID,Salmon,83467,Steele Memorial Hospital,Chelsea,Stephanishen,203 S Daisy St,,,208 768-7080,Yes,2022-09-20T15:51:28Z,No,,45.17322,-113.891733
ID,Salmon,83467,Lemhi County Sheriff,Carma,McKinnon,205 Courthouse Dr,,,208-742-1683,No,2019-10-22T18:01:34Z,No,,45.179882,-113.901887
ID,Riggins,83549,Greater Riggins Safe Seat Outreach (Riggins EMS Station),Elly,Elder,126 N Main St,,,214 276 3812,No,2019-10-22T16:22:30Z,No,,45.42259,-116.31423
ID,Lapwai,83540,Nimiipuu Health/Community Health Department,Crissy,Garcia,111 Bever Canyon,,,208 843 9375,Yes,2022-09-20T15:34:55Z,No,,46.400536,-116.805701
ID,Lewiston,83501,Saint Joseph Regional Medical Ctr/Family Beginnings,Hannah Neiberts or,Darla Villopoto,415 6th St,,,208-799-5430,No,2019-10-22T16:20:37Z,No,Nez Perce,46.41641,-117.02444
ID,Lewiston,83501,Palouse Area Care and Transport,Erica,Dorion,2704 Clearwater Ave,,,636-543-5692,No,2022-08-23T18:46:32Z,No,,46.417713,-116.99358
ID,Lewiston,83501,Public Health Idaho North Central Dist.,Braelynn,Stewart,215 10th St,,,208-799-0377,No,2022-09-20T15:55:28Z,No,,46.417966,-117.020312
ID,Lewiston,83501,CASA,Tammy,Adamson,1129 Main St,,,208-746-3378,Yes,2022-09-20T15:52:39Z,No,,46.419034,-117.018693
ID,Moscow,83843,"Gritman Medical  Center, Family Birth Center",Krista Brinkley or,Lisa Schacher,700 S Main St,,,208-883-2229,No,2020-02-04T16:45:50Z,No,,46.728403,-117.000674
ID,Moscow,83843,Moscow Police Department,Eric,Warner,118 E 4th St,,,208 882 2677,No,2022-08-23T18:42:19Z,No,,46.731912,-117.000447
ID,Potlatch,83855,Potlatch Family Medical,Sami,Heath,156 6th St,,,208-875-2380,No,2024-07-18T17:25:43Z,No,,46.92438,-116.90223
ID,Osburn,83849,Shoshone County Fire District #1,John,Miller,921 E Mullan Ave,,,208 752 1101,No,2019-10-22T16:13:44Z,No,,47.502175,-115.991365
ID,Kellogg,83837,Kellogg Fire Department,Kaela,Bates,14 W Market Ave,,,208 784 1188,No,2019-10-22T16:14:19Z,No,,47.533954,-116.122141
ID,Coeur d'Alene,83814,Northwest Infant Survival SIDS Alliance (Safe Start),Liz Montgomery or,Brian Rauscher,1130 N 4th St,,,208-557-4371,No,2023-06-22T22:22:03Z,No,,47.685565,-116.780155
ID,Post Falls,83854,Kootenai County Fire and Rescue,Michelle Lewis or,,5271 E Seltice Way,,,208-777-8500,No,2023-06-22T22:19:07Z,No,,47.707188,-116.877497
ID,Sandpoint,83864,Selkirk Fire and Rescue,Tennille,Toussaint,517 S Lincoln Ave,,,208-799-3181,No,2021-03-17T18:16:58Z,No,,48.268458,-116.574747
ID,Sandpoint,83864,Life Choices Pregnancy Center,Diane,Davis-Stockton,35 Litehouse Dr,,,208 263 7621,No,2023-06-22T22:23:53Z,No,,48.311106,-116.525508
ID,Naples,83847,South Boundary Fire Protection Dist.,Allen,Merritt,20 Stagecoach Rd,,,208-290-2613,No,2023-06-22T22:28:58Z,No,,48.571264,-116.392486
IL,Carbondale,62901,Clarity Women's Care,Cassie,Walden,241 S Lewis Lane,cassie@claritywomenscare.org,,618-549-2794,No,2025-03-25T18:03:07Z,No,,37.724214,-89.198933
IL,Marion,62959,Marion Fire Department,Brock,Whitehead,204 N Court St,,,618-997-5730,No,2025-03-26T20:06:03Z,No,,37.732124,-88.933032
IL,Carbondale,62901,SIU Head Start,Christina,Lewis,1900 N Illinois Avenue,,,618-453-0766,No,2025-03-27T20:43:54Z,No,,37.75131,-89.221381
IL,Carterville,62918,Carbondale Police Department,Heather,Pierce,501 S. Washington,,,618-944-0422,No,2025-03-25T15:32:06Z,No,,37.760903,-89.081181
IL,Murphysboro,62966,Jackson County Health Department,Malgorzata,Ashmore,415 Health Department Road,margareta@jchdonline.org,,618-684-3143,Yes,2025-07-31T16:53:04Z,No,,37.761745,-89.278056
IL,Eldorado,62930,Egyptian Health Department,Alyssa,Oglesby,1412 US Highway 45 North,aoglesby@egyptian.org,,618-273-3326,No,2025-03-26T12:28:59Z,No,,37.804024,-88.453344
IL,DuQuoin,62832,Illinois State Police - DuQuoin,Rodger,Goines,1391 South Washington Street,rodger.goines@illinois.gov,,618-542-2171,No,2025-03-26T16:16:46Z,No,,37.984113,-89.234629
IL,Benton,62812,Franklin County EMA,Amos,Abbott,413 Saint George Street,,,618-439-4364,No,2025-03-26T13:31:20Z,No,,37.993286,-88.936096
IL,Pinckneyville,62274,Pinckneyville Elementary School,Kara,Kellerman,301 West Mulberry,kkellerman@jrpanther.com,,618-357-5161,No,2025-03-27T19:02:55Z,No,,38.079737,-89.385023
IL,Carmi,62821,Carmi Police,David,Agee,108 N. Main Cross Street,dagee@carmischools.org,,618-382-4633,No,2025-03-25T16:43:15Z,No,,38.091432,-88.158793
IL,Red Bud,62278,Stronger Beginnings - Brightpoint at Ratz Memorial Park,Trisha,Hildreth,603 W Market Street,trhildr@gmail.com,,618-975-8109,Yes,2025-07-31T18:17:15Z,No,,38.211784,-90.00139
IL,Mt Vernon,62864,Mt. Vernon Fire Department,Aaron,Shook,714 S 42nd Street,aaron.shook@mtvernon.com,,618-242-6835,No,2025-03-27T17:32:01Z,No,,38.308291,-88.94179
IL,Mt. Vernon,62864,Caritas Family Solutions,Alexus,Tate,321 South 10th Street,alexus.tate@caritasfamily.org,,618-316-7537,No,2025-03-25T15:35:00Z,No,,38.314921,-88.903936
IL,Mt Vernon,62864,Project Child,Jamie,Nichols,327 Potomac Boulevard,nicholsj@rlc.edu,,618-244-2210,No,2025-03-27T19:09:03Z,No,,38.319266,-88.957195
IL,Mt Vernon,62864,Spero Family Services,Megan,Doolen,2023 Richview Road,megan.day-meador@sperofs.org,,618-242-5600,No,2025-03-27T20:53:15Z,No,,38.325775,-88.91837
IL,Waterloo,62298,Monroe County EMS,Carla,Heise,901 Illinois Ave,ems@monroecountyil.gov,,618-939-6175,Yes,2025-07-31T18:45:24Z,No,,38.338535,-90.162453
IL,Waterloo,62298,Monroe County EMS,Carla,Heise,901 Illinois Ave,,,618-781-5080,No,2025-03-26T20:43:06Z,No,,38.338863,-90.163255
IL,Columbia,62236,Columbia EMS,Kim,Lamprecht,1020 N Main Street,klamprecht@columbiaillinois.com,,618-281-4163,No,2025-03-25T18:29:36Z,No,,38.451807,-90.208901
IL,Millstadt,62260,Millstadt Police Department,Alan,Hucke,108 W White,ahucke@millstadtpolice.org,,618-476-7250,No,2025-03-26T20:37:42Z,No,,38.459624,-90.093356
IL,Belleville,62220,Belleville Fire Department,Kevin,Beck,1125 South Illinois Street,kbeck@belleville.net,,618-550-8762,No,2025-03-25T14:03:50Z,No,,38.500155,-89.984972
IL,Centralia,62801,Centralia Police Department,John,Hinkel,222 S. Poplar,jhinkel@c-centraliapolice.org,,618-533-7602,No,2025-03-25T17:05:57Z,No,,38.525515,-89.133768
