state,city,zip,organization,contactFirstName,contactLastName,addressLine1,email,fax,phone1,cPSWeekEventFlag,lastUpdatedDate,mobileStationFlag,countiesServed,locationLatitude,locationLongitude
CT,Waterford,06385,The Safety Group,Kelly,Murphy,101 Rope Ferry Road,,,860-437-7233,No,2017-07-20 15:22:58+00:00,No,,41.34,-72.143
CT,Hamden,06514,Eli Whitney Technical High School,,Brester,100 Fairview Avenue,,,203-392-3909,No,2017-07-20 15:06:11+00:00,No,,41.341,-72.941
CT,Groton,06340,Groton Town Police Department,Kelly,Crandall,68 Groton Long Pt Road,,,860-441-6704,No,2017-07-20 15:33:07+00:00,No,New London,41.344,-72.011
CT,Ansonia,06401,Ansonia Police Department,,,65 Main Street,,,203-560-0876,No,2024-09-12 20:51:22+00:00,No,,41.346,-73.079
CT,Woodbridge,06525,Woodbridge Fire Department,Adam,O'Hara,100 Center Road,,,203-389-3441 x 100,No,2017-07-20 15:09:48+00:00,No,,41.35,-73.014
CT,Groton,06340,"Groton Ambulance Association, Inc.",,,217 Newtown Road,,,860-823-8112,No,2024-09-12 21:09:17+00:00,No,,41.352,-72.029
CT,Groton,06340,City of Groton Police Department,,,295 Meridan Street,,,860-440-9720,No,2024-09-12 21:06:01+00:00,No,,41.353,-72.071
CT,Stonington,06379,Stonington Police Department,Earl,Palmer,166 S Broad Street,,,860-599-4411,No,2017-07-20 15:21:37+00:00,No,New London,41.369,-71.861
CT,Bethel,06801,Bethel Police Department,Heather,Burnes,12 Judd Avenue,,,203-744-7900,No,2017-07-20 14:57:56+00:00,No,,41.377,-73.394
CT,Hamden,06518,AAA Northeast,,,2276 Whitney Avenue,,,203-937-2595 ex 4576,No,2024-09-12 20:49:31+00:00,No,,41.381,-72.903
CT,Hamden,06518,Hamden Police Department,A,Hall,2900 Dixwell Avenue,,,203-407-3188,No,2017-07-20 15:07:07+00:00,No,,41.384,-72.904
CT,Seymour,06483,Safe in the Car,Jodi,Gertenhaber,8 Emma Street,Jodi@safeinthecar.com,,203-868-8151,No,2017-07-20 15:18:55+00:00,No,,41.39,-73.083
CT,Danbury,06810,Danbury Police Department,Robert,Perun,375 Main Street,,,(203) 743-6314,No,2017-07-20 14:43:13+00:00,No,Fairfield,41.4,-73.458
CT,Newtown,06470,Newtown Police Department,Jason,Flynn,3 Main Street,,,203-426-5841,No,2017-07-20 15:17:05+00:00,No,Fairfield,41.409,-73.306
CT,Bethany,06524,Conneticut State Police Troop 1,Brent,Aiken,631 Amity Road,,,203-393-4230,No,2017-07-20 15:08:28+00:00,No,,41.433,-72.994
CT,Ledyard,03669,Ledyard Police Department,,,737 Colonel Ledyard Highway,,,860-464-6400,No,2024-09-12 21:10:41+00:00,No,,41.442,-72.017
CT,Gales Ferry,06335,Gales Ferry Fire Company,Stefanie,Hinman,1772 Route 12,,,860-464-7228,No,2017-07-20 15:32:35+00:00,No,,41.442,-72.077
CT,Beacon Falls,06403,Beacon Falls Police Department,Brian,Blakeman,119 N Main Street,,,203-729-3313,No,2017-07-20 15:23:28+00:00,No,New Haven,41.446,-73.066
CT,Uncasville,06382,Montville Police Department,Gary,Galdenzi,911 Norwich New London Turnpike,,,860-848-7510 ext 196,No,2017-07-20 15:22:15+00:00,No,,41.451,-72.107
CT,East Haddam,06423,East Haddam Police Department,Craig,Mansfield,7 Main Street,,,860-873-5041,No,2017-07-20 15:12:07+00:00,No,Middlesex,41.453,-72.462
CT,Southbury,06488,CT State Police Troop A,,,90 Lakeside Road,,,203-267-2200,No,2024-09-12 20:55:54+00:00,No,,41.457,-73.234
CT,New Fairfield,06812,New Fairfield Police Department,Douglas,Lange,302 Ball Pond Road,,,203-312-5701,No,2017-07-20 14:43:56+00:00,No,Fairfield,41.464,-73.497
CT,Brookfield,06804,Brookfield Police Department,Joseph,Kyek,63 Silvermine Road,carseats@brookfieldct.gov,,(203) 775-2575,No,2017-07-20 14:42:36+00:00,No,,41.468,-73.401
CT,Southbury,06488,Southbury Police Department,Christopher,Grillo,421 Main Street S,,,203-264-5912,No,2017-07-20 15:02:00+00:00,No,,41.47,-73.224
CT,Wallingford,06492,New Life Church,,,360 High Hill Road,,,860-478-1412,No,2024-09-12 21:03:22+00:00,No,,41.496,-72.752
CT,Naugatuck,06770,Naugatuck Police Department,,Schofield,211 Spring Street,,,(203) 729-5222,No,2017-07-20 14:54:27+00:00,No,,41.505,-73.054
CT,Cheshire,06410,Cheshire Police Department,Nikki,Moore,500 Highland Avenue,,,203-271-5500,No,2017-07-20 15:24:16+00:00,No,,41.511,-72.899
CT,Norwich,06360,East Great Plain Fire Company,Andre,Rosedale,488 New London Turnpike,,,860-886-5561 x 6290,No,2017-07-20 15:20:08+00:00,No,,41.516,-72.104
CT,Middlebury,06762,Middlebury Police Department,,,200 Southford Road,,,203-577-4028,No,2024-09-12 21:00:12+00:00,No,,41.519,-73.137
CT,Norwich,06360,Norwich Police Department,Andre,Rosedale,70 Thames Street,,,860-886-5561,No,2017-07-20 15:20:54+00:00,No,,41.522,-72.081
CT,Norwich,06360,American Ambulance,Damian,Rickard,1 American Way,,,860-425-3280,No,2017-07-20 15:33:35+00:00,No,,41.523,-72.083
CT,Meriden,06451,Meriden Police Department,Eric,Shean,50 W Main Street,,,203-238-1911,No,2017-07-20 15:13:50+00:00,No,New Haven,41.538,-72.804
CT,Waterbury,06708,Naugatuck Valley Community College,Pedro,Soto,750 Chase Parkway,,,203-575-8113,No,2017-07-20 14:50:53+00:00,No,New Haven,41.547,-73.073
CT,Middletown,06457,Middletown Fire Department,,,169 Cross Street,,,860-712-0577,No,2024-09-12 20:46:21+00:00,No,,41.551,-72.662
CT,Waterbury,06702,Waterbury Police Department,Andrea,Carr,240 Bank Street,,,203-574-6962,No,2017-07-20 14:50:18+00:00,No,New Haven,41.553,-73.042
CT,Middletown,06457,Middletown Police Department,Richard,Davis,222 Main Street,,,860-638-4000,No,2017-07-20 15:14:20+00:00,No,Middlesex,41.557,-72.647
CT,Colchester,06415,Colchester Fire Department,Jean,Walsh,52 Old Hartford Road,,,860-537-2512,No,2017-07-20 15:25:05+00:00,No,,41.58,-72.34
CT,Middletown,06457,Westfield Fire Department,,,653 East Street,,,860-471-1257,No,2024-09-12 20:47:55+00:00,No,,41.582,-72.703
CT,New Milford,06776,New Milford Police Department,James,Dzamko,49 Poplar Street,kidcarseats@newmilfordpolice.org,,860-355-3133,No,2017-07-20 14:55:29+00:00,No,Litchfield,41.586,-73.409
CT,Cromwell,06416,Cromwell Police Department,Steven,Penn,5 West Street,,,860-635-7869,No,2017-07-20 15:25:41+00:00,No,,41.596,-72.647
CT,Watertown,06795,Watertown Police Department,Avelina,Rivera,195 French Street,,,860-945-5200,No,2017-07-20 14:57:07+00:00,No,Litchfield,41.599,-73.105
CT,Southington,06489,Southington Police Department,Tom,Gallo,69 Lazy Lane,,,860-378-1600 ex 2391,No,2017-07-20 15:02:34+00:00,No,Hartford,41.622,-72.876
CT,Cromwell,06416,Cromwell Fire Department,,,82 Court Street,,,860-385-3880,No,2024-09-12 20:44:38+00:00,No,,41.623,-72.669
CT,Bethlehem,06751,Bethlehem Resident Trooper,,D'Elia,36 Main Street S,,,203-266-7405,No,2017-07-20 14:52:39+00:00,No,,41.637,-73.209
CT,Hebron,06248,Hebron Fire Department,Kevin,McDonnell,44 Main Street,,,860-228-3022,No,2017-07-20 15:31:44+00:00,No,,41.659,-72.362
CT,New Britain,06051,Todays Youth LLC,Joyce,Anderson,19 Bassett Street,,,860-357-5532,No,2017-07-20 15:47:42+00:00,No,,41.661,-72.781
CT,New Britain,06051,New Britain Emergency Medical Services,Desiree,McLean,225 Arch Street,,,860-225-8787,No,2017-07-20 15:48:25+00:00,No,Hartford,41.663,-72.783
CT,Rocky Hill,06067,Rocky Hill Police Department,Kathryn,Bates,699 Old Main Street,,,860-258-7640,No,2017-07-20 15:49:32+00:00,No,Hartford,41.668,-72.637
CT,Plainville,06062,Plainville Police Department,Matthew,D'Amore,19 Neal Court,,,860-747-1616,No,2017-07-20 15:49:00+00:00,No,Hartford,41.672,-72.865
CT,Thomaston,06787,Thomaston Police Department,Keith,Koval,158 Main Street,,,860-283-4343,No,2017-07-20 14:56:07+00:00,No,,41.673,-73.075
CT,Bristol,06010,Bristol Police Department,Patrick,Krajewski,131 N Main Street,,,860-584-3036,No,2017-07-20 15:45:54+00:00,No,Hartford,41.674,-72.946
CT,Terryville,06786,Plymouth Police Department,,,80 Main Street,,,860-589-7779,No,2024-09-12 17:12:59+00:00,No,,41.68,-72.999
CT,Newington,06111,Newington Police Department,Meghan,Kennedy,131 Cedar Street,,,860-594-6229,No,2017-07-20 15:40:50+00:00,No,Hartford,41.697,-72.73
CT,Columbia,06237,Columbia Fire Department,Greg,DeCarli,167 Route 66,,,860-465-5455 X4025,No,2017-07-20 15:31:15+00:00,No,,41.703,-72.297
CT,Glastonbury,06033,Glastonbury Police Department Community Outreach,,,2108 Main Street,laura.caruso@glastonbury-ct.gov,,860-652-4286,No,2024-09-12 15:54:56+00:00,No,,41.706,-72.607
CT,Wethersfield,06109,Wethersfield Police Department,Kenneth,Newton,505 Silas Deane Highway,,,860-721-2900,No,2017-07-20 15:40:20+00:00,No,,41.712,-72.664
CT,Willimantic,06226,Windham Hospital,Heather,Howlett,112 Mansfield Avenue,,,860-714-5477,No,2017-07-20 15:29:57+00:00,No,Windham,41.717,-72.224
CT,Hartford,06103,CT Department of Motor Vehicles,,,60 State Street,dmv.childsafety@ct.gov,,860-263-5720,No,2024-09-12 15:33:31+00:00,No,,41.719,-72.656
CT,Litchfield,06759,CT State Police Troop L,,,452 Bantam Road,,,860-805-8396,No,2024-09-12 17:09:33+00:00,No,,41.736,-73.216
CT,Hartford,06106,Connecticut Childrens Primary Care,Luis,Rivera,76 New Britain Avenue,,,860-837-5308,No,2017-07-20 15:39:07+00:00,No,,41.747,-72.686
CT,Unionville,06085,Farmington Police Department,,,319 New Britain Avenue,,,860-675-2400,No,2017-07-20 15:36:36+00:00,No,Hartford,41.749,-72.874
CT,Hartford,06106,CCMC Connecticut Childrens Hospital,,,80 Jefferson Street,safekidsct@connecticutchildrens.org,,860-837-5319,No,2024-09-12 15:04:20+00:00,No,,41.756,-72.68
CT,West Hartford,06107,West Hartford Police Department,Shane,McAvay,103 Raymond Road,,,860-570-8820,No,2017-07-20 15:39:55+00:00,No,,41.759,-72.739
CT,Hartford,06106,CT State Police Troop H,,,100-R Washington Street,,,860-534-1000,No,2024-09-12 14:51:16+00:00,No,,41.76,-72.682
CT,Burlington,06013,Burlington Resident Trooper,Ray,Buthe,200 Spielman Highway,,,203-673-4856,No,2017-07-20 15:46:30+00:00,No,Litchfield,41.772,-72.954
CT,Hartford,06103,Hartford Fire Department,,,253 High Street,,,860-761-4253,No,2024-09-12 15:57:27+00:00,No,,41.772,-72.678
CT,Hartford,06105,Saint Francis Hospital & Medical Center,Marisol,Feliciano,114 Woodland Street,,,860-714-5477,No,2017-07-20 15:38:15+00:00,No,Hartford,41.775,-72.698
CT,Coventry,06238,Coventry Police Department,,,1585 Main Street,,,860-742-7331,No,2024-09-12 21:11:48+00:00,No,,41.777,-72.309
CT,East Hartford,06108,East Hartford Police Department,,,31 School Street,ddrouin@easthartfordct.gov,,860-528-4401,No,2024-09-12 15:42:25+00:00,No,,41.78,-72.612
CT,Manchester,06040,Manchester Police Department,Mark,Hughes,239 Middle Turnpike E,,,860-645-5599 x 15002,No,2017-07-20 15:47:16+00:00,No,Hartford,41.784,-72.512
CT,Hartford,06120,Hartford Communities that Care,Joseph,"Wilkerson, Jr.",2550 Main Street,jwilkerson@hartfordctc.org,,860-724-1223,No,2017-07-20 15:29:11+00:00,No,,41.789,-72.672
CT,Hartford,06120,Bertera Subaru Dealership,Marisol,Feliciano,111 Weston Street,,,860-714-5477,No,2017-07-20 15:27:31+00:00,No,,41.789,-72.664
DE,Dover,19901,Division of Motor Vehicles--Dover,Aubrey,Klick,800 South Bay Rd,,,302-744-2749,No,2022-09-16 11:30:16+00:00,No,Kent,,
DE,Wilmington,19803,AI Dupont Hospital for Children,Jennifer,McCue,1600 Rockland Road,,,302-651-5437,No,2020-05-22 18:40:43+00:00,No,"New Castle, Kent and Sussex",,
DE,Lewes,19958,Delaware State Police--Troop 7,Aubrey,Klick,19444 Mulberry Knoll Rd,,,302-744-2749,No,2022-09-16 11:30:31+00:00,No,Sussex,38.719,-75.155
DE,New Castle,19720,Division of Motor Vehicles--Wilmington,Shawn,Rohe,2230 Hessler Blvd,,,302-434-3234,No,2023-06-09 14:50:01+00:00,No,New Castle,39.715,-75.565
FL,Key West,33040,Florida Keys Healthy Start Coalition,Alanna,Dixon,1100 Simonton St,info@keyshealthystart.org,,305-293-8424,No,2022-09-14 12:14:52+00:00,No,,24.551,-81.797
FL,Marathon,33050,Florida Keys Healthy Start Coalition,,,3333 Overseas Hwy,,,305-293-8424,No,2024-09-09 21:06:55+00:00,No,,24.711,-81.094
FL,Tavernier,33070,Florida Keys Healthy Start Coalition,,,90001 Old Hwy,info@keyshealthystart.org,,305-293-8424,No,2024-09-09 21:08:04+00:00,No,,24.995,-80.538
FL,Miami,33155,Nicklaus Children's Hospital,Malvina,Duncan,3100 SW 62nd Ave,,,305-663-6800,No,2022-09-13 14:19:59+00:00,No,Miami-Dade,25.742,-80.294
FL,Miami,33136,Injury Free Coalition for Kids of Miami,Lyse,Deus,1601 NW 12th Ave,ldeus@jhsmiami.org,,786-301-2116,No,2022-09-14 12:10:09+00:00,No,,25.79,-80.214
FL,Miami Gardens,33056,Miami Gardens Police Department,Melissa,Harden,18611 NW 27th Ave,mharden@miamigardens-fl.gov,,786.279.1254,No,2022-09-14 12:11:38+00:00,No,,25.944,-80.245
FL,West Park,33023,Broward Sheriff's Office Fire Station 27 - West Park / Pembroke Park,,,2610 SW 40th Ave.,firerescue_publiceducation@sheriff.org,https://BSOFireRescuePublicEducation.as.me/CarSeatAppointment,(954) 964-0225,No,2024-09-10 23:15:56+00:00,No,,25.987,-80.183
FL,Miramar,33029,Memorial Hospital Miramar,,,1901 SW 172nd Ave,,,954.538.5180,No,2022-09-13 17:49:10+00:00,No,,25.991,-80.373
FL,Hallandale Beach,33009,Broward Sheriff's Office Fire Station 7 - Hallandale Beach,,,111 Foster Rd,firerescue_publiceducation@sheriff.org,https://BSOFireRescuePublicEducation.as.me/CarSeatAppointment,(954) 457-1470,No,2024-09-10 23:19:54+00:00,No,,25.991,-80.15
FL,Pembroke Pines,33024,Pembroke Pines Police Dept.,,,9500 Pines Blvd,,,954-436-3274,No,2022-09-13 12:29:16+00:00,No,,26.008,-80.272
FL,Pembroke Pines,33028,Memorial Hospital West,,,703 N Flamingo Rd,,,954.844.7110,No,2022-09-13 17:50:51+00:00,No,,26.013,-80.311
FL,Cooper City,33026,Broward Sheriff's Office—Cooper City,Public Education Unit,,10550 Stirling Rd,firerescue_publiceducation@sheriff.org,https://BSOFireRescuePublicEducation.as.me/CarSeatAppointment,954.831.8210,No,2022-09-13 17:40:39+00:00,No,,26.044,-80.286
FL,Weston,33326,Broward Sheriff's Office—Weston,,,17350 Royal Palm Blvd,firerescue_publiceducation@sheriff.org,https://BSOFireRescuePublicEducation.as.me/CarSeatAppointment,954.389.2015,No,2022-09-13 17:41:33+00:00,No,,26.093,-80.382
FL,Davie,33324,Davie Fire Rescue,Joseph,Piccolo,1230 S Nob Hill Rd,,,954.693.8358,No,2022-09-13 17:45:40+00:00,No,,26.105,-80.281
FL,Plantation,33324,Plantation Fire Department,,,8101 W Broward Blvd,,,954.797.2150,No,2022-09-13 17:52:05+00:00,No,,26.122,-80.257
FL,Fort Lauderdale,33312,Broward Sheriff's Office—Main Office,Public Education Unit,,2601 W Broward Blvd,firerescue_publiceducation@sheriff.org,https://BSOFireRescuePublicEducation.as.me/CarSeatAppointment,(954) 765-4321,No,2022-09-13 17:41:04+00:00,No,,26.122,-80.177
FL,Naples,34112,Collier County Sheriff's Office,,,3319 Tamiami Trail E,,,239.774.4434,No,2022-09-13 17:56:01+00:00,No,,26.129,-81.764
FL,Sunrise,33351,Sunrise Police Department,,,10440 W Oakland Park Blvd,,,954.746.3611,No,2022-09-13 17:53:51+00:00,No,,26.169,-80.288
FL,Lauderdale Lakes,33319,Broward Sheriff's Office Fire Station 37 - Lauderdale Lakes,,,3461 NW 43rd Ave,firerescue_publiceducation@sheriff.org,https://BSOFireRescuePublicEducation.as.me/CarSeatAppointment,954-535-2700,No,2024-09-10 23:14:27+00:00,No,,26.169,-80.207
FL,Tamarac,33321,Tamarac Fire Department,,,6000 Hiatus Rd,,,954.597.3800,No,2022-09-13 17:54:40+00:00,No,,26.199,-80.288
FL,Tamarac,33321,Broward Sheriff's Office/Tamarac DLE District,,,7515 N Pine Island Rd,firerescue_publiceducation@sheriff.org,,954.720.2225,No,2022-09-13 17:42:34+00:00,No,,26.213,-80.272
FL,Pompano Beach,33060,Pompano Beach Fire Department,,,120 SW 3rd St,,,954.786.4511,No,2022-09-13 17:52:56+00:00,No,,26.225,-80.125
FL,Coral Springs,33065,Parkland Fire Department - Coral Springs,,,4150 NW 120 Ave,,,(954) 346-1396,No,2024-09-10 23:17:57+00:00,No,,26.282,-80.287
FL,Deerfield Beach,33441,Broward Sheriff's Office- Fire Station 102- Deerfield Beach,Public Education Unit,,1441 FAU Research Park Blvd,firerescue_publiceducation@sheriff.org,https://www.BSOFireRescuePublicEducation.as.me/CarSeatAppointment,954.831.8210,No,2022-09-13 17:40:33+00:00,No,,26.296,-80.178
FL,Boca Raton,33487,Boca Raton Fire Rescue Services Department,,,910 Clint Moore Road,,,561-756-6853,No,2022-09-14 12:42:37+00:00,No,,26.408,-80.106
FL,Fort Myers,33967,San Carlos Park Fire Rescue,,,8013 Sanibel Boulevard,,,239.267.6039,No,2024-09-10 21:39:53+00:00,No,,26.468,-81.823
FL,Land O'Lakes,34639,Pasco County Fire Rescue,,,4111 Land O'Lakes Boulevard,,,813.929.2750,No,2022-09-14 16:40:26+00:00,No,,26.495,-80.17
FL,Fort Myers,33908,Golisano Hospital of Soutwest FL,,,9981 S Healthpark Dr,,,239-343-5101,No,2023-09-20 14:14:49+00:00,No,,26.507,-81.913
FL,Boynton Beach,33435,Boynton Beach Fire Rescue Station 4,,,1919 S Federal Hwy,,,561.742.6343,No,2022-09-14 12:43:40+00:00,No,,26.512,-80.06
FL,Lehigh Acres,33974,Lehigh Acres Fire Control and Rescue District,,,"636 Thomas Sherwin Ave South , Fl 33974",lifesafety@lehighfd.com,,239.303.5335,No,2024-09-10 21:38:03+00:00,No,,26.563,-81.604
FL,Fort Myers,33907,South Trail Fire and Rescue,,,2112 Crystal Dr,,,239.936.5281,No,2022-09-13 14:47:25+00:00,No,,26.564,-81.87
FL,Bokeelia,33922,Matlacha Pine Island Fire Control District,,,5700 Pine Island Rd,,,239.283.0030,No,2024-09-10 21:42:34+00:00,No,,26.614,-82.12
FL,Lake Worth,33461,Bridges at Lake Worth West,Mirian,Santana,2411 10th Avenue North,msantana@lakeworthwest.org,,561.649.9600,No,2022-09-14 16:23:24+00:00,No,,26.63,-80.079
FL,West Palm Beach,33411,Palm Beach County Fire Rescue,Jeff,Heinz,405 Pike Rd,jheinz@pbcgov.org,,561.616.7049,No,2022-09-14 16:31:41+00:00,No,,26.684,-80.168
FL,West Palm Beach,33401,Bridges at West Palm Beach,David,Chandler,816 9th St,,,561.804.6754,No,2022-09-14 16:27:52+00:00,No,,26.721,-80.06
FL,Palm Beach,33480,Palm Beach Fire Rescue,,,300 N County Rd,,,561-427-4328,No,2022-09-14 16:34:31+00:00,No,,26.725,-80.038
FL,North Fort Myers,33917,North Fort Myers Fire Department,,,2900 Trail Dairy Circle,,,239.867.1648,No,2022-09-14 11:47:44+00:00,No,,26.735,-81.91
FL,West Palm Beach,33407,Bridges at Northwood,,,4111 N Terrace Dr,,,561.840.3106,No,2022-09-14 16:26:19+00:00,No,,26.75,-80.064
FL,Tequesta,33469,Tequesta Police Department,,,357 Tequesta Dr,,,772-224-7669,No,2022-09-14 16:37:35+00:00,No,,26.959,-80.094
FL,Port Charlotte,33980,Florida Department of Health in Charlotte County,,,1100 Loveland Boulevard,,,641.624.7273,No,2024-09-10 23:21:18+00:00,No,,27.013,-82.057
FL,Venice,34285,Venice Fire Department,Alyssa,Armstrong,200 Grove St N,,,941.480.3030,No,2022-09-14 18:54:10+00:00,No,,27.101,-82.436
FL,Arcadia,34266,DeSoto County Health Department,Tina,Garcia,1031 E Oak St,,,863-491-7580 x147,No,2022-09-13 17:58:31+00:00,No,,27.212,-81.848
FL,Okeechobee,34972,Okeechobee County Fire Rescue,,,707 NW 6th Ave,,,863.763.5544,No,2022-09-14 12:32:46+00:00,No,,27.25,-80.836
FL,Sarasota,34238,"All Children's Outpatient Care, Sarasota",Petra Vybiralova,,5881 Rand Blvd,,,800-756-7233 X 4,No,2022-09-13 16:05:18+00:00,No,Sarasota,27.268,-82.457
FL,Port St Lucie,34984,Safe Kids St. Lucie County—Port St. Lucie Police Department,Rhonda,Cerulli,121 SW Port St Lucie Blvd,,,772.462.3501,No,2022-09-14 18:27:29+00:00,No,,27.274,-80.343
FL,Sarasota,34242,The Car Seat Guy,Jacob,Morris,5039 Ocean Blvd,FLCarSeatGuy@gmail.com,,941.229.0937,No,2022-09-14 18:53:02+00:00,No,,27.278,-82.564
FL,Sarasota,34243,Southern Manatee Fire Rescue,,,2451 Trailmate Dr,,,941.225.2591,No,2022-09-14 18:51:29+00:00,No,,27.427,-82.534
FL,Fort Pierce,34950,Safe Kids St. Lucie County—St. Lucie County Fire Department,,,2400 Rhode Island Ave,,,772.462.3501,No,2022-09-14 18:27:07+00:00,No,,27.43,-80.349
FL,Bradenton,34207,Cedar Hammock Fire Rescue,Adam,Chrisman,5200 26th St W,achrisman@chfr.org,,941-737-4131,No,2022-09-14 12:03:36+00:00,No,,27.449,-82.588
FL,Bradenton,34205,Bradenton Fire Department,,,1010 9th Ave W,,,941.932.9600,No,2022-09-14 12:01:20+00:00,No,,27.492,-82.572
FL,Palmetto,34221,"Early Learning Coalition of Manatee County, Inc.",,,600 8th Ave W,,,941-757-2900,No,2022-09-14 12:05:33+00:00,No,,27.516,-82.572
FL,St Petersburg,33701,All Children's Hospital- Main Campus in St. Petersburg,Petra,Vybiralova,501 6th Ave S,,,800-756-7233 ext.4,No,2022-09-13 14:31:27+00:00,No,Pinellas,27.765,-82.641
FL,St Petersburg,33714,Lealman Fire Rescue,Linda,Jewell,4360 55th Ave N,,,727.526.5650 ext 221,No,2022-09-13 14:39:11+00:00,No,,27.821,-82.692
FL,Tampa,33607,BayCare Kids Children's Wellness and Safety Center,Tonya,Randolph,3215 W Tampa Bay Blvd,tonya.randolph@baycare.org,https://baycare.org/events#q=car%20seat&sort=relevancy,813.615.0589,No,2022-09-14 11:17:54+00:00,No,,27.975,-82.496
FL,Tampa,33612,Tampa Police Department,Jacob,Gonzalez,9330 N 30th St,,https://www.tampa.gov/form/tpd-child-safety-seat-program,813-276-3509,No,2022-09-14 11:21:30+00:00,No,,28.036,-82.427
FL,Safety Harbor,34695,Mease Countryside Hospital,Michelle,Sterling,3231 McMullen Booth Rd,,,855.269.4777,No,2022-09-14 16:47:39+00:00,No,,28.038,-82.708
FL,Lakeland,33801,Lakeland Police Department,,,219 N Massachusetts Ave,,,863.834.3974,No,2022-09-14 16:55:41+00:00,No,,28.046,-81.954
FL,Lakeland,33805,Lakeland Regional Medical Center,,,1324 Lakeland Hills Blvd,,,863.284.1882,No,2022-09-14 16:56:33+00:00,No,,28.061,-81.954
FL,Palm Harbor,34684,Palm Harbor Fire Rescue,,,250 W Lake Rd,,,727-784-0454,No,2022-09-13 16:13:21+00:00,No,Pinellas,28.066,-82.735
FL,Palm Harbor,34685,East Lake Fire Department,,,1933 E Lake Rd,,,727.784.8668,No,2022-09-14 16:41:18+00:00,No,,28.077,-82.702
FL,Lakeland,33805,"All Children's Hospital—Outpatient Care, Lakeland",Petra,Vybiralova,3310 Lakeland Hills Blvd,,,800.756.7233 ext 4,No,2022-09-13 14:43:58+00:00,No,Polk,28.085,-81.954
FL,Satellite Beach,32937,Satellite Beach Fire Rescue,Lisa,Davis,1390 S Patrick Dr,,,321.773.4405,No,2022-09-13 17:36:30+00:00,No,,28.173,-80.606
FL,New Port Richey,34653,"All Children's Hospital Outpatient Care, Pasco",Petra,Vybiralova,4443 Rowan Rd,,,1-800-756-7233 - x4,No,2022-09-13 16:10:50+00:00,No,Pasco (reside in Pasco but anyone can participate),28.224,-82.692
FL,Kissimmee,34741,Kissimmee Police Department,,,8 N Stewart Ave,,,407-847-0176,No,2022-09-13 16:14:30+00:00,No,Osceola,28.292,-81.409
FL,Rockledge,32955,Rockledge Regional Medical Center,,,110 Longwood Ave,,,321.636.2211 ext. 47,No,2024-09-10 21:48:36+00:00,No,,28.335,-80.723
FL,Spring Hill,34606,Catholic Charities DOSP/Foundations of Life Pregnancy Center,Jeanne,Whitely,8370 Forest Oaks Blvd,,,352.686.9897,No,2022-09-13 18:17:49+00:00,No,,28.486,-82.581
FL,Orlando,32806,Arnold Palmer Hospital,Lina,Chico,92 W Miller St,,,321-841-4004,No,2022-09-13 12:23:01+00:00,No,,28.523,-81.379
FL,Orlando,32805,Orlando Police Department,Danielle,Campbell,1250 W South St,danielle.campbell@cityoforlando.net,,321-235-5300,No,2022-09-14 12:37:54+00:00,No,,28.537,-81.396
FL,Clermont,34711,Lake County Sheriff's Office,Linda,Thompson,15855 State Road 50,linda.thompson@lcso.org,,352.742.3600,No,2022-09-14 11:44:28+00:00,No,,28.547,-81.693
FL,Brooksville,34601,Healthy Start Hernando County,,,329 W Jefferson Street,infohshernando@kidscentralinc.org,,352.418.7152,No,2022-09-13 18:19:44+00:00,No,,28.555,-82.392
FL,Orlando,32808,Children's Safety Village of Central Florida / Safe Kids Orange County,Carrisa,Johns,910 Fairvilla Rd,,,407-521-4673,No,2022-09-13 12:23:50+00:00,No,Orange,28.556,-81.432
FL,Titusville,32796,Titusville Fire & Emergency Services,Kerri,Lubeski,550 S Washington Ave,kerri.lubeski@titusville.com,,321.567.3804,No,2022-09-13 12:21:41+00:00,No,,28.61,-80.808
FL,Winter Springs,32708,Seminole County Safe Kids Coalition—Seminole County Fire,Sharon,Gregory,5280 Red Bug Lake Rd,SCFDcommunityoutreach@seminolecountyfl.gov,,407.665-5126,No,2022-09-13 12:05:50+00:00,No,,28.648,-81.276
FL,Oviedo,32765,Oviedo Police Department,,,300 Alexandria Blvd,,,407.971.5700,No,2022-09-13 12:19:07+00:00,No,,28.653,-81.203
FL,Altamonte Springs,32701,Altamonte Springs Police Department,,,451 E Altamonte Dr,,,407-571-8295,No,2022-09-13 12:02:15+00:00,No,,28.667,-81.377
FL,Apopka,32703,Apopka Fire Department,,,175 E 5th St,,,407-383-3260,No,2022-09-14 12:35:38+00:00,No,,28.672,-81.508
FL,Longwood,32750,Longwood Police Department,,,235 W Church Ave,carseats@longwoodfl.org,,407-260-3424,No,2022-09-13 12:17:04+00:00,No,,28.701,-81.35
FL,Sumterville,33585,Sumter County Healthy Start,,,1425 S US 301,,,352.569.2959,No,2022-09-14 18:36:16+00:00,No,,28.735,-82.068
FL,Apopka,32773,Seminole County Fire,,,150 Eslinger Way,,,407.665.5128,No,2024-09-09 20:43:48+00:00,No,,28.748,-81.294
FL,Lake Mary,32746,Lake Mary Police Department,,,165 E Crystal Lake Ave,,,407-585-1316,Yes,2018-09-20 17:29:26+00:00,No,,28.759,-81.319
FL,Sanford,32773,Sanford Fire Department - Station 32,,,300 E Airport Boulevard,,,321.436.3607,No,2022-09-13 12:20:33+00:00,No,,28.77,-81.277
