efid;id;salesArea;score;scoreAlt;smartwayScore;standard;stdText
SASXJ04.0AEX;47965;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SASXJ04.0AEX;47965;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXJ02.0B4X;47966;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SBMXJ02.0B4X;47966;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SBMXV03.0B5X;47967;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXV03.0B5X;47967;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXV03.0B5X;47968;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXV03.0B5X;47968;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAV02.0A3N;47969;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SVGAV02.0A3N;47969;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SBMXV03.0SM3;47970;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXV03.0SM3;47970;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXV03.0SM3;47971;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXV03.0SM3;47971;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXJ02.0F6X;47972;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SBMXJ02.0F6X;47972;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SVGAJ03.0N7F;47973;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ03.0N7F;47973;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ02.0A7G;47974;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ02.0A7G;47974;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ02.0A7E;47975;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ02.0A7E;47975;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXV03.0SM3;47976;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXV03.0SM3;47976;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXV03.0SM3;47977;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXV03.0SM3;47977;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXV03.0SM3;47978;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXV03.0SM3;47978;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SGMXV02.0041;47979;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXV02.0041;47979;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXV02.0041;47980;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXV02.0041;47980;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXV02.7105;47981;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXV02.7105;47981;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SGMXV02.7105;47982;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXV02.7105;47982;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SGMXV02.7105;47983;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXV02.7105;47983;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SGMXV02.7105;47984;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXV02.7105;47984;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SGMXV03.6043;47985;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SGMXV03.6043;47985;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SGMXV03.6043;47986;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SGMXV03.6043;47986;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
STKXV02.5CDF;47989;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STKXV02.5CDF;47989;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
STKXV02.5CDF;47990;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STKXV02.5CDF;47990;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
STKXV02.5EGA;47991;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
STKXV02.5EGA;47991;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SMBXV02.0HY1;47992;7;7.0;-1.0;-1;L3SULEV20;California LEV-III SULEV20
SMBXV02.0HY1;47992;3;7.0;-1.0;-1;T3B20;Federal Tier 3 Bin 20
SMBXV02.0HY1;47993;3;7.0;-1.0;-1;T3B20;Federal Tier 3 Bin 20
SMBXV02.0HY1;47993;7;7.0;-1.0;-1;L3SULEV20;California LEV-III SULEV20
SMBXV02.0U3B;47994;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SMBXV02.0U3B;47994;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SBMXJ02.0F6X;47995;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SBMXJ02.0F6X;47995;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STYXV02.0P3C;47996;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
STYXV02.0P3C;47996;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STYXV02.0P3C;47997;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STYXV02.0P3C;47997;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SVGAJ02.0V3A;47998;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SVGAJ02.0V3A;47998;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SVGAJ02.0V3A;47999;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SVGAJ02.0V3A;47999;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SVGAV01.5V2Q;48000;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SVGAV01.5V2Q;48000;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SVVXJ02.0U70;48001;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVVXJ02.0U70;48001;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVVXJ02.0U70;48002;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVVXJ02.0U70;48002;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SCRXJ02.05P2;48003;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SCRXJ02.05P2;48003;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SCRXJ02.05P2;48004;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SCRXJ02.05P2;48004;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ03.0N7F;48005;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ03.0N7F;48005;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ03.0N7F;48006;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ03.0N7F;48006;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ04.0NAT;48007;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SVGAJ04.0NAT;48007;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SVGAJ02.0A7G;48008;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ02.0A7G;48008;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ02.0A7G;48009;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ02.0A7G;48009;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ02.0A7E;48010;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ02.0A7E;48010;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ03.0N7N;48011;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ03.0N7N;48011;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ03.0N7N;48012;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ03.0N7N;48012;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SGMXV06.2094;48013;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SGMXV06.2094;48013;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SGMXV06.2094;48014;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SGMXV06.2094;48014;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SGMXV01.5010;48015;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXV01.5010;48015;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXV02.0JEK;48016;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXV02.0JEK;48016;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXV02.0JEK;48017;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXV02.0JEK;48017;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXV02.0GES;48018;3;6.0;-1.0;1;T3B30;Federal Tier 3 Bin 30
SHNXV02.0GES;48018;7;6.0;-1.0;1;OT;Other
SHYXV02.0CE3;48019;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXV02.0CE3;48019;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHYXV02.0CE3;48020;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHYXV02.0CE3;48020;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXV01.6CC7;48021;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SHYXV01.6CC7;48021;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SHYXV01.6C13;48022;7;6.0;-1.0;1;L3SULEV30;California LEV-III SULEV30
SHYXV01.6C13;48022;3;6.0;-1.0;1;T3B30;Federal Tier 3 Bin 30
SHYXV01.6C13;48023;3;6.0;-1.0;1;T3B30;Federal Tier 3 Bin 30
SHYXV01.6C13;48023;7;6.0;-1.0;1;L3SULEV30;California LEV-III SULEV30
SHYXV02.0CG8;48024;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SHYXV02.0CG8;48024;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SHYXV02.0CG8;48025;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SHYXV02.0CG8;48025;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
STKXV02.5CDF;48026;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
STKXV02.5CDF;48026;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STKXV02.5CDF;48027;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
STKXV02.5CDF;48027;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STKXV02.5CDF;48028;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
STKXV02.5CDF;48028;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STKXV02.5EGA;48029;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
STKXV02.5EGA;48029;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
STYXV02.5P3A;48030;3;6.0;-1.0;1;T3B30;Federal Tier 3 Bin 30
STYXV02.5P3A;48030;7;6.0;-1.0;1;L3SULEV30;California LEV-III SULEV30
STYXV02.5P3A;48031;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STYXV02.5P3A;48031;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
STYXV02.5P3A;48032;7;6.0;-1.0;1;L3SULEV30;California LEV-III SULEV30
STYXV02.5P3A;48032;3;6.0;-1.0;1;T3B30;Federal Tier 3 Bin 30
STYXV02.5P3A;48033;3;6.0;-1.0;1;T3B30;Federal Tier 3 Bin 30
STYXV02.5P3A;48033;7;6.0;-1.0;1;L3SULEV30;California LEV-III SULEV30
STYXV02.5P3A;48034;3;6.0;-1.0;1;T3B30;Federal Tier 3 Bin 30
STYXV02.5P3A;48034;7;6.0;-1.0;1;L3SULEV30;California LEV-III SULEV30
SVVXJ02.0S30;48035;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SVVXJ02.0S30;48035;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SVGAV03.0N7M;48036;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAV03.0N7M;48036;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ04.0NAT;48037;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SVGAJ04.0NAT;48037;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SHYXV02.5HP3;48038;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHYXV02.5HP3;48038;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXV03.5HT5;48039;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SHYXV03.5HT5;48039;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SHYXV03.5JT7;48040;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SHYXV03.5JT7;48040;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SHYXV03.5J17;48041;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SHYXV03.5J17;48041;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SHNXV02.0TDC;48042;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SHNXV02.0TDC;48042;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SHYXV02.5ER3;48043;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHYXV02.5ER3;48043;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXV02.5ER3;48044;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHYXV02.5ER3;48044;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXV02.5ER3;48045;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHYXV02.5ER3;48045;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXV02.5EP7;48046;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SHYXV02.5EP7;48046;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SHYXV02.0E13;48047;7;6.0;-1.0;1;L3SULEV30;California LEV-III SULEV30
SHYXV02.0E13;48047;3;6.0;-1.0;1;T3B30;Federal Tier 3 Bin 30
SVGAJ02.0A7G;48048;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ02.0A7G;48048;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
STYXV02.5H3A;48049;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
STYXV02.5H3A;48049;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SVVXJ02.0U70;48050;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVVXJ02.0U70;48050;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ04.0NAT;48051;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SVGAJ04.0NAT;48051;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SVGAJ03.0N7N;48052;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ03.0N7N;48052;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVVXJ02.0S30;48053;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SVVXJ02.0S30;48053;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXT01.6K13;48054;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT01.6K13;48054;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXT03.5CCC;48055;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SHNXT03.5CCC;48055;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SGMXT02.0400;48056;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXT02.0400;48056;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXT02.0500;48057;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXT02.0500;48057;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXT02.0500;48058;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXT02.0500;48058;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXT03.6151;48059;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXT03.6151;48059;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SGMXT03.6151;48060;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SGMXT03.6151;48060;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXT01.5080;48061;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXT01.5080;48061;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXT02.0500;48062;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXT02.0500;48062;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXT03.6151;48063;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXT03.6151;48063;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SHYXT01.6KC3;48064;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXT01.6KC3;48064;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT02.5PR3;48065;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT02.5PR3;48065;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXV01.6213;48066;3;6.0;-1.0;1;T3B30;Federal Tier 3 Bin 30
SKMXV01.6213;48066;7;6.0;-1.0;1;L3SULEV30;California LEV-III SULEV30
SKMXV01.6213;48067;3;6.0;-1.0;1;T3B30;Federal Tier 3 Bin 30
SKMXV01.6213;48067;7;6.0;-1.0;1;L3SULEV30;California LEV-III SULEV30
SKMXT02.5JR3;48068;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT02.5JR3;48068;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXT02.5JP3;48069;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXT02.5JP3;48069;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXT03.5CCC;48070;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SHNXT03.5CCC;48070;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SCRXJ02.05P2;48071;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SCRXJ02.05P2;48071;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ03.0N7F;48072;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ03.0N7F;48072;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ03.0N7F;48073;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ03.0N7F;48073;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ02.0A7G;48074;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ02.0A7G;48074;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ02.0A7G;48075;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ02.0A7G;48075;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAJ02.0A7E;48076;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ02.0A7E;48076;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXJ02.0B4P;48077;7;7.0;-1.0;-1;OT;Other
SBMXJ02.0B4P;48077;3;7.0;-1.0;-1;T3B20;Federal Tier 3 Bin 20
SBMXJ03.0B5P;48078;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SBMXJ03.0B5P;48078;7;6.0;-1.0;-1;OT;Other
SBMXJ02.0B4X;48079;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SBMXJ02.0B4X;48079;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SBMXT03.0G2X;48080;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXT03.0G2X;48080;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXT03.0S58;48081;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SBMXT03.0S58;48081;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SBMXT03.0S58;48082;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SBMXT03.0S58;48082;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SGMXT02.0400;48083;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXT02.0400;48083;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXT02.0500;48084;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXT02.0500;48084;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXT02.0500;48085;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXT02.0500;48085;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXT03.6151;48086;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXT03.6151;48086;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SGMXT03.6151;48087;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXT03.6151;48087;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SGMXT02.0400;48088;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXT02.0400;48088;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXT01.5080;48089;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXT01.5080;48089;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXT02.0500;48090;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXT02.0500;48090;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXT03.6151;48091;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SGMXT03.6151;48091;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SHNXT03.53TC;48092;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SHNXT03.53TC;48092;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SHYXT01.6KC3;48093;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXT01.6KC3;48093;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SNSXT02.0AVC;48094;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SNSXT02.0AVC;48094;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SCRXT02.05P1;48095;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SCRXT02.05P1;48095;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXT02.5PR3;48096;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT02.5PR3;48096;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXT01.6P13;48097;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT01.6P13;48097;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXT01.6P13;48098;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXT01.6P13;48098;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT02.5JR3;48100;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXT02.5JR3;48100;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT02.5JP3;48101;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT02.5JP3;48101;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXT02.5PR3;48102;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT02.5PR3;48102;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SJLXT02.0RTV;48103;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SJLXT02.0RTV;48103;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SJLXT02.0RTV;48104;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SJLXT02.0RTV;48104;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SMAXT02.0DUV;48105;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SMAXT02.0DUV;48105;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SMBXT02.0HY1;48106;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SMBXT02.0HY1;48106;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SVVXJ02.0U70;48107;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVVXJ02.0U70;48107;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVVXT02.0S31;48108;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SVVXT02.0S31;48108;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXT02.5000;48109;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXT02.5000;48109;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SGMXT02.5000;48110;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SGMXT02.5000;48110;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXT02.5000;48111;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SGMXT02.5000;48111;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
